Metadata_Plate,Metadata_Well,assay_type,food_conc_OD,food_type,diluent,diluent_concentration_perc,drug,concentration_um,drug_stock_prep_date,drug_prep_method,strain,bleach,well_censor,well_censor_reason,notes
p001,A01,48h,10,15hHB101_20200813,DMSO,1,closantel,0,20200805,serial; see notes,JU775,1,,,
p015,C01,48h,10,15hHB101_20200813,DMSO,1,morantel,10.3125,20200805,serial; see notes,DL238,2,,,
p015,C02,48h,10,15hHB101_20200813,DMSO,1,morantel,10.3125,20200805,serial; see notes,MY16,2,,,
p015,C03,48h,10,15hHB101_20200813,DMSO,1,morantel,10.3125,20200805,serial; see notes,CB4856,2,,,
p015,C04,48h,10,15hHB101_20200813,DMSO,1,morantel,10.3125,20200805,serial; see notes,PD1074,2,,,
p015,C05,48h,10,15hHB101_20200813,DMSO,1,morantel,10.3125,20200805,serial; see notes,CX11314,2,,,
p015,C06,48h,10,15hHB101_20200813,DMSO,1,morantel,10.3125,20200805,serial; see notes,JU775,2,,,
p015,C10,48h,10,15hHB101_20200813,DMSO,1,morantel,10.3125,20200805,serial; see notes,PD1074,2,,,
p015,C11,48h,10,15hHB101_20200813,DMSO,1,morantel,10.3125,20200805,serial; see notes,CX11314,2,,,
p015,C12,48h,10,15hHB101_20200813,DMSO,1,morantel,10.3125,20200805,serial; see notes,JU775,2,,,
p015,D01,48h,10,15hHB101_20200813,DMSO,1,morantel,20.625,20200805,serial; see notes,DL238,2,,,
p015,D02,48h,10,15hHB101_20200813,DMSO,1,morantel,20.625,20200805,serial; see notes,MY16,2,,,
p015,D03,48h,10,15hHB101_20200813,DMSO,1,morantel,20.625,20200805,serial; see notes,CB4856,2,,,
p015,D04,48h,10,15hHB101_20200813,DMSO,1,morantel,20.625,20200805,serial; see notes,PD1074,2,,,
p015,D05,48h,10,15hHB101_20200813,DMSO,1,morantel,20.625,20200805,serial; see notes,CX11314,2,,,
p015,D06,48h,10,15hHB101_20200813,DMSO,1,morantel,20.625,20200805,serial; see notes,JU775,2,,,
p015,D10,48h,10,15hHB101_20200813,DMSO,1,morantel,20.625,20200805,serial; see notes,PD1074,2,,,
p015,D11,48h,10,15hHB101_20200813,DMSO,1,morantel,20.625,20200805,serial; see notes,CX11314,2,,,
p015,D12,48h,10,15hHB101_20200813,DMSO,1,morantel,20.625,20200805,serial; see notes,JU775,2,,,
p015,E01,48h,10,15hHB101_20200813,DMSO,1,morantel,41.25,20200805,serial; see notes,DL238,2,,,
p015,E02,48h,10,15hHB101_20200813,DMSO,1,morantel,41.25,20200805,serial; see notes,MY16,2,,,
p015,E03,48h,10,15hHB101_20200813,DMSO,1,morantel,41.25,20200805,serial; see notes,CB4856,2,,,
p015,E04,48h,10,15hHB101_20200813,DMSO,1,morantel,41.25,20200805,serial; see notes,PD1074,2,,,
p015,E05,48h,10,15hHB101_20200813,DMSO,1,morantel,41.25,20200805,serial; see notes,CX11314,2,,,
p015,E06,48h,10,15hHB101_20200813,DMSO,1,morantel,41.25,20200805,serial; see notes,JU775,2,,,
p015,E10,48h,10,15hHB101_20200813,DMSO,1,morantel,41.25,20200805,serial; see notes,PD1074,2,,,
p015,E11,48h,10,15hHB101_20200813,DMSO,1,morantel,41.25,20200805,serial; see notes,CX11314,2,,,
p015,E12,48h,10,15hHB101_20200813,DMSO,1,morantel,41.25,20200805,serial; see notes,JU775,2,,,
p015,F01,48h,10,15hHB101_20200813,DMSO,1,morantel,82.5,20200805,serial; see notes,DL238,2,,,
p015,F02,48h,10,15hHB101_20200813,DMSO,1,morantel,82.5,20200805,serial; see notes,MY16,2,,,
p015,F03,48h,10,15hHB101_20200813,DMSO,1,morantel,82.5,20200805,serial; see notes,CB4856,2,,,
p015,F04,48h,10,15hHB101_20200813,DMSO,1,morantel,82.5,20200805,serial; see notes,PD1074,2,,,
p015,F05,48h,10,15hHB101_20200813,DMSO,1,morantel,82.5,20200805,serial; see notes,CX11314,2,,,
p015,F06,48h,10,15hHB101_20200813,DMSO,1,morantel,82.5,20200805,serial; see notes,JU775,2,,,
p015,F10,48h,10,15hHB101_20200813,DMSO,1,morantel,82.5,20200805,serial; see notes,PD1074,2,,,
p015,F11,48h,10,15hHB101_20200813,DMSO,1,morantel,82.5,20200805,serial; see notes,CX11314,2,,,
p015,F12,48h,10,15hHB101_20200813,DMSO,1,morantel,82.5,20200805,serial; see notes,JU775,2,,,
p015,G01,48h,10,15hHB101_20200813,DMSO,1,morantel,165,20200805,serial; see notes,DL238,2,,,
p015,G02,48h,10,15hHB101_20200813,DMSO,1,morantel,165,20200805,serial; see notes,MY16,2,,,
p015,G03,48h,10,15hHB101_20200813,DMSO,1,morantel,165,20200805,serial; see notes,CB4856,2,,,
p015,G04,48h,10,15hHB101_20200813,DMSO,1,morantel,165,20200805,serial; see notes,PD1074,2,,,
p015,G05,48h,10,15hHB101_20200813,DMSO,1,morantel,165,20200805,serial; see notes,CX11314,2,,,
p015,G06,48h,10,15hHB101_20200813,DMSO,1,morantel,165,20200805,serial; see notes,JU775,2,,,
p015,G10,48h,10,15hHB101_20200813,DMSO,1,morantel,165,20200805,serial; see notes,PD1074,2,,,
p015,G11,48h,10,15hHB101_20200813,DMSO,1,morantel,165,20200805,serial; see notes,CX11314,2,,,
p015,G12,48h,10,15hHB101_20200813,DMSO,1,morantel,165,20200805,serial; see notes,JU775,2,,,
p015,H01,48h,10,15hHB101_20200813,DMSO,1,morantel,330,20200805,serial; see notes,DL238,2,,,
p015,H02,48h,10,15hHB101_20200813,DMSO,1,morantel,330,20200805,serial; see notes,MY16,2,,,
p015,H03,48h,10,15hHB101_20200813,DMSO,1,morantel,330,20200805,serial; see notes,CB4856,2,,,
p015,H04,48h,10,15hHB101_20200813,DMSO,1,morantel,330,20200805,serial; see notes,PD1074,2,,,
p015,H05,48h,10,15hHB101_20200813,DMSO,1,morantel,330,20200805,serial; see notes,CX11314,2,,,
p015,H06,48h,10,15hHB101_20200813,DMSO,1,morantel,330,20200805,serial; see notes,JU775,2,,,
p015,H10,48h,10,15hHB101_20200813,DMSO,1,morantel,330,20200805,serial; see notes,PD1074,2,,,
p015,H11,48h,10,15hHB101_20200813,DMSO,1,morantel,330,20200805,serial; see notes,CX11314,2,,,
p015,H12,48h,10,15hHB101_20200813,DMSO,1,morantel,330,20200805,serial; see notes,JU775,2,,,
p016,A01,48h,10,15hHB101_20200813,DMSO,1,morantel,0,20200805,serial; see notes,DL238,2,,,
p016,A02,48h,10,15hHB101_20200813,DMSO,1,morantel,0,20200805,serial; see notes,MY16,2,,,
p016,A03,48h,10,15hHB101_20200813,DMSO,1,morantel,0,20200805,serial; see notes,CB4856,2,,,
p016,A04,48h,10,15hHB101_20200813,DMSO,1,morantel,0,20200805,serial; see notes,PD1074,2,,,
p016,A05,48h,10,15hHB101_20200813,DMSO,1,morantel,0,20200805,serial; see notes,CX11314,2,,,
p016,A06,48h,10,15hHB101_20200813,DMSO,1,morantel,0,20200805,serial; see notes,JU775,2,,,
p016,A07,48h,10,15hHB101_20200813,DMSO,1,morantel,0,20200805,serial; see notes,DL238,2,,,
p016,A08,48h,10,15hHB101_20200813,DMSO,1,morantel,0,20200805,serial; see notes,MY16,2,,,
p016,A09,48h,10,15hHB101_20200813,DMSO,1,morantel,0,20200805,serial; see notes,CB4856,2,,,
p016,A10,48h,10,15hHB101_20200813,DMSO,1,morantel,0,20200805,serial; see notes,PD1074,2,,,
p016,A11,48h,10,15hHB101_20200813,DMSO,1,morantel,0,20200805,serial; see notes,CX11314,2,,,
p016,A12,48h,10,15hHB101_20200813,DMSO,1,morantel,0,20200805,serial; see notes,JU775,2,,,
p016,B01,48h,10,15hHB101_20200813,DMSO,1,morantel,5.15625,20200805,serial; see notes,DL238,2,,,
p016,B02,48h,10,15hHB101_20200813,DMSO,1,morantel,5.15625,20200805,serial; see notes,MY16,2,,,
p016,B03,48h,10,15hHB101_20200813,DMSO,1,morantel,5.15625,20200805,serial; see notes,CB4856,2,,,
p016,B04,48h,10,15hHB101_20200813,DMSO,1,morantel,5.15625,20200805,serial; see notes,PD1074,2,,,
p016,B05,48h,10,15hHB101_20200813,DMSO,1,morantel,5.15625,20200805,serial; see notes,CX11314,2,,,
p016,B06,48h,10,15hHB101_20200813,DMSO,1,morantel,5.15625,20200805,serial; see notes,JU775,2,,,
p016,B07,48h,10,15hHB101_20200813,DMSO,1,morantel,5.15625,20200805,serial; see notes,DL238,2,,,
p016,B08,48h,10,15hHB101_20200813,DMSO,1,morantel,5.15625,20200805,serial; see notes,MY16,2,,,
p016,B09,48h,10,15hHB101_20200813,DMSO,1,morantel,5.15625,20200805,serial; see notes,CB4856,2,,,
p016,B10,48h,10,15hHB101_20200813,DMSO,1,morantel,5.15625,20200805,serial; see notes,PD1074,2,,,
p016,B11,48h,10,15hHB101_20200813,DMSO,1,morantel,5.15625,20200805,serial; see notes,CX11314,2,,,
p016,B12,48h,10,15hHB101_20200813,DMSO,1,morantel,5.15625,20200805,serial; see notes,JU775,2,,,
p016,C01,48h,10,15hHB101_20200813,DMSO,1,morantel,10.3125,20200805,serial; see notes,DL238,2,,,
p016,C02,48h,10,15hHB101_20200813,DMSO,1,morantel,10.3125,20200805,serial; see notes,MY16,2,,,
p016,C03,48h,10,15hHB101_20200813,DMSO,1,morantel,10.3125,20200805,serial; see notes,CB4856,2,,,
p016,C04,48h,10,15hHB101_20200813,DMSO,1,morantel,10.3125,20200805,serial; see notes,PD1074,2,,,
p016,C05,48h,10,15hHB101_20200813,DMSO,1,morantel,10.3125,20200805,serial; see notes,CX11314,2,,,
p016,C06,48h,10,15hHB101_20200813,DMSO,1,morantel,10.3125,20200805,serial; see notes,JU775,2,,,
p016,C07,48h,10,15hHB101_20200813,DMSO,1,morantel,10.3125,20200805,serial; see notes,DL238,2,,,
p016,C08,48h,10,15hHB101_20200813,DMSO,1,morantel,10.3125,20200805,serial; see notes,MY16,2,,,
p016,C09,48h,10,15hHB101_20200813,DMSO,1,morantel,10.3125,20200805,serial; see notes,CB4856,2,,,
p016,C10,48h,10,15hHB101_20200813,DMSO,1,morantel,10.3125,20200805,serial; see notes,PD1074,2,,,
p016,C11,48h,10,15hHB101_20200813,DMSO,1,morantel,10.3125,20200805,serial; see notes,CX11314,2,,,
p016,C12,48h,10,15hHB101_20200813,DMSO,1,morantel,10.3125,20200805,serial; see notes,JU775,2,,,
p016,D01,48h,10,15hHB101_20200813,DMSO,1,morantel,20.625,20200805,serial; see notes,DL238,2,,,
p016,D02,48h,10,15hHB101_20200813,DMSO,1,morantel,20.625,20200805,serial; see notes,MY16,2,,,
p016,D03,48h,10,15hHB101_20200813,DMSO,1,morantel,20.625,20200805,serial; see notes,CB4856,2,,,
p016,D04,48h,10,15hHB101_20200813,DMSO,1,morantel,20.625,20200805,serial; see notes,PD1074,2,,,
p016,D05,48h,10,15hHB101_20200813,DMSO,1,morantel,20.625,20200805,serial; see notes,CX11314,2,,,
p016,D06,48h,10,15hHB101_20200813,DMSO,1,morantel,20.625,20200805,serial; see notes,JU775,2,,,
p016,D07,48h,10,15hHB101_20200813,DMSO,1,morantel,20.625,20200805,serial; see notes,DL238,2,,,
p016,D08,48h,10,15hHB101_20200813,DMSO,1,morantel,20.625,20200805,serial; see notes,MY16,2,,,
p016,D09,48h,10,15hHB101_20200813,DMSO,1,morantel,20.625,20200805,serial; see notes,CB4856,2,,,
p016,D10,48h,10,15hHB101_20200813,DMSO,1,morantel,20.625,20200805,serial; see notes,PD1074,2,,,
p016,D11,48h,10,15hHB101_20200813,DMSO,1,morantel,20.625,20200805,serial; see notes,CX11314,2,,,
p016,D12,48h,10,15hHB101_20200813,DMSO,1,morantel,20.625,20200805,serial; see notes,JU775,2,,,
p016,E01,48h,10,15hHB101_20200813,DMSO,1,morantel,41.25,20200805,serial; see notes,DL238,2,,,
p016,E02,48h,10,15hHB101_20200813,DMSO,1,morantel,41.25,20200805,serial; see notes,MY16,2,,,
p016,E03,48h,10,15hHB101_20200813,DMSO,1,morantel,41.25,20200805,serial; see notes,CB4856,2,,,
p016,E04,48h,10,15hHB101_20200813,DMSO,1,morantel,41.25,20200805,serial; see notes,PD1074,2,,,
p016,E05,48h,10,15hHB101_20200813,DMSO,1,morantel,41.25,20200805,serial; see notes,CX11314,2,,,
p016,E06,48h,10,15hHB101_20200813,DMSO,1,morantel,41.25,20200805,serial; see notes,JU775,2,,,
p016,E07,48h,10,15hHB101_20200813,DMSO,1,morantel,41.25,20200805,serial; see notes,DL238,2,,,
p016,E08,48h,10,15hHB101_20200813,DMSO,1,morantel,41.25,20200805,serial; see notes,MY16,2,,,
p016,E09,48h,10,15hHB101_20200813,DMSO,1,morantel,41.25,20200805,serial; see notes,CB4856,2,,,
p016,E10,48h,10,15hHB101_20200813,DMSO,1,morantel,41.25,20200805,serial; see notes,PD1074,2,,,
p016,E11,48h,10,15hHB101_20200813,DMSO,1,morantel,41.25,20200805,serial; see notes,CX11314,2,,,
p016,E12,48h,10,15hHB101_20200813,DMSO,1,morantel,41.25,20200805,serial; see notes,JU775,2,,,
p016,F01,48h,10,15hHB101_20200813,DMSO,1,morantel,82.5,20200805,serial; see notes,DL238,2,,,
p016,F02,48h,10,15hHB101_20200813,DMSO,1,morantel,82.5,20200805,serial; see notes,MY16,2,,,
p016,F03,48h,10,15hHB101_20200813,DMSO,1,morantel,82.5,20200805,serial; see notes,CB4856,2,,,
p016,F04,48h,10,15hHB101_20200813,DMSO,1,morantel,82.5,20200805,serial; see notes,PD1074,2,,,
p016,F05,48h,10,15hHB101_20200813,DMSO,1,morantel,82.5,20200805,serial; see notes,CX11314,2,,,
p016,F06,48h,10,15hHB101_20200813,DMSO,1,morantel,82.5,20200805,serial; see notes,JU775,2,,,
p016,F07,48h,10,15hHB101_20200813,DMSO,1,morantel,82.5,20200805,serial; see notes,DL238,2,,,
p016,F08,48h,10,15hHB101_20200813,DMSO,1,morantel,82.5,20200805,serial; see notes,MY16,2,,,
p016,F09,48h,10,15hHB101_20200813,DMSO,1,morantel,82.5,20200805,serial; see notes,CB4856,2,,,
p016,F10,48h,10,15hHB101_20200813,DMSO,1,morantel,82.5,20200805,serial; see notes,PD1074,2,,,
p016,F11,48h,10,15hHB101_20200813,DMSO,1,morantel,82.5,20200805,serial; see notes,CX11314,2,,,
p016,F12,48h,10,15hHB101_20200813,DMSO,1,morantel,82.5,20200805,serial; see notes,JU775,2,,,
p016,G01,48h,10,15hHB101_20200813,DMSO,1,morantel,165,20200805,serial; see notes,DL238,2,,,
p016,G02,48h,10,15hHB101_20200813,DMSO,1,morantel,165,20200805,serial; see notes,MY16,2,,,
p016,G03,48h,10,15hHB101_20200813,DMSO,1,morantel,165,20200805,serial; see notes,CB4856,2,,,
p016,G04,48h,10,15hHB101_20200813,DMSO,1,morantel,165,20200805,serial; see notes,PD1074,2,,,
p016,G05,48h,10,15hHB101_20200813,DMSO,1,morantel,165,20200805,serial; see notes,CX11314,2,,,
p016,G06,48h,10,15hHB101_20200813,DMSO,1,morantel,165,20200805,serial; see notes,JU775,2,,,
p016,G07,48h,10,15hHB101_20200813,DMSO,1,morantel,165,20200805,serial; see notes,DL238,2,,,
p016,G08,48h,10,15hHB101_20200813,DMSO,1,morantel,165,20200805,serial; see notes,MY16,2,,,
p016,G09,48h,10,15hHB101_20200813,DMSO,1,morantel,165,20200805,serial; see notes,CB4856,2,,,
p016,G10,48h,10,15hHB101_20200813,DMSO,1,morantel,165,20200805,serial; see notes,PD1074,2,,,
p016,G11,48h,10,15hHB101_20200813,DMSO,1,morantel,165,20200805,serial; see notes,CX11314,2,,,
p016,G12,48h,10,15hHB101_20200813,DMSO,1,morantel,165,20200805,serial; see notes,JU775,2,,,
p016,H01,48h,10,15hHB101_20200813,DMSO,1,morantel,330,20200805,serial; see notes,DL238,2,,,
p016,H02,48h,10,15hHB101_20200813,DMSO,1,morantel,330,20200805,serial; see notes,MY16,2,,,
p016,H03,48h,10,15hHB101_20200813,DMSO,1,morantel,330,20200805,serial; see notes,CB4856,2,,,
p016,H04,48h,10,15hHB101_20200813,DMSO,1,morantel,330,20200805,serial; see notes,PD1074,2,,,
p016,H05,48h,10,15hHB101_20200813,DMSO,1,morantel,330,20200805,serial; see notes,CX11314,2,,,
p016,H06,48h,10,15hHB101_20200813,DMSO,1,morantel,330,20200805,serial; see notes,JU775,2,,,
p016,H07,48h,10,15hHB101_20200813,DMSO,1,morantel,330,20200805,serial; see notes,DL238,2,,,
p016,H08,48h,10,15hHB101_20200813,DMSO,1,morantel,330,20200805,serial; see notes,MY16,2,,,
p016,H09,48h,10,15hHB101_20200813,DMSO,1,morantel,330,20200805,serial; see notes,CB4856,2,,,
p016,H10,48h,10,15hHB101_20200813,DMSO,1,morantel,330,20200805,serial; see notes,PD1074,2,,,
p016,H11,48h,10,15hHB101_20200813,DMSO,1,morantel,330,20200805,serial; see notes,CX11314,2,,,
p016,H12,48h,10,15hHB101_20200813,DMSO,1,morantel,330,20200805,serial; see notes,JU775,2,,,
p017,A01,48h,10,15hHB101_20200813,DMSO,1,morantel,0,20200805,serial; see notes,PD1074,3,,,
p017,A02,48h,10,15hHB101_20200813,DMSO,1,morantel,0,20200805,serial; see notes,CX11314,3,,,
p017,A03,48h,10,15hHB101_20200813,DMSO,1,morantel,0,20200805,serial; see notes,JU775,3,,,
p017,A04,48h,10,15hHB101_20200813,DMSO,1,morantel,0,20200805,serial; see notes,DL238,3,,,
p017,A05,48h,10,15hHB101_20200813,DMSO,1,morantel,0,20200805,serial; see notes,MY16,3,,,
p017,A06,48h,10,15hHB101_20200813,DMSO,1,morantel,0,20200805,serial; see notes,CB4856,3,,,
p017,A07,48h,10,15hHB101_20200813,DMSO,1,morantel,0,20200805,serial; see notes,PD1074,3,,,
p017,A08,48h,10,15hHB101_20200813,DMSO,1,morantel,0,20200805,serial; see notes,CX11314,3,,,
p017,A10,48h,10,15hHB101_20200813,DMSO,1,morantel,0,20200805,serial; see notes,DL238,3,,,
p017,A11,48h,10,15hHB101_20200813,DMSO,1,morantel,0,20200805,serial; see notes,MY16,3,,,
p017,A12,48h,10,15hHB101_20200813,DMSO,1,morantel,0,20200805,serial; see notes,CB4856,3,,,
p017,B01,48h,10,15hHB101_20200813,DMSO,1,morantel,5.15625,20200805,serial; see notes,PD1074,3,,,
p017,B02,48h,10,15hHB101_20200813,DMSO,1,morantel,5.15625,20200805,serial; see notes,CX11314,3,,,
p017,B03,48h,10,15hHB101_20200813,DMSO,1,morantel,5.15625,20200805,serial; see notes,JU775,3,,,
p017,B04,48h,10,15hHB101_20200813,DMSO,1,morantel,5.15625,20200805,serial; see notes,DL238,3,,,
p017,B05,48h,10,15hHB101_20200813,DMSO,1,morantel,5.15625,20200805,serial; see notes,MY16,3,,,
p017,B06,48h,10,15hHB101_20200813,DMSO,1,morantel,5.15625,20200805,serial; see notes,CB4856,3,,,
p017,B07,48h,10,15hHB101_20200813,DMSO,1,morantel,5.15625,20200805,serial; see notes,PD1074,3,,,
p017,B08,48h,10,15hHB101_20200813,DMSO,1,morantel,5.15625,20200805,serial; see notes,CX11314,3,,,
p017,B10,48h,10,15hHB101_20200813,DMSO,1,morantel,5.15625,20200805,serial; see notes,DL238,3,,,
p017,B11,48h,10,15hHB101_20200813,DMSO,1,morantel,5.15625,20200805,serial; see notes,MY16,3,,,
p017,B12,48h,10,15hHB101_20200813,DMSO,1,morantel,5.15625,20200805,serial; see notes,CB4856,3,,,
p017,C01,48h,10,15hHB101_20200813,DMSO,1,morantel,10.3125,20200805,serial; see notes,PD1074,3,,,
p017,C02,48h,10,15hHB101_20200813,DMSO,1,morantel,10.3125,20200805,serial; see notes,CX11314,3,,,
p017,C03,48h,10,15hHB101_20200813,DMSO,1,morantel,10.3125,20200805,serial; see notes,JU775,3,,,
p017,C04,48h,10,15hHB101_20200813,DMSO,1,morantel,10.3125,20200805,serial; see notes,DL238,3,,,
p017,C05,48h,10,15hHB101_20200813,DMSO,1,morantel,10.3125,20200805,serial; see notes,MY16,3,,,
p017,C06,48h,10,15hHB101_20200813,DMSO,1,morantel,10.3125,20200805,serial; see notes,CB4856,3,,,
p017,C07,48h,10,15hHB101_20200813,DMSO,1,morantel,10.3125,20200805,serial; see notes,PD1074,3,,,
p017,C08,48h,10,15hHB101_20200813,DMSO,1,morantel,10.3125,20200805,serial; see notes,CX11314,3,,,
p017,C10,48h,10,15hHB101_20200813,DMSO,1,morantel,10.3125,20200805,serial; see notes,DL238,3,,,
p017,C11,48h,10,15hHB101_20200813,DMSO,1,morantel,10.3125,20200805,serial; see notes,MY16,3,,,
p017,C12,48h,10,15hHB101_20200813,DMSO,1,morantel,10.3125,20200805,serial; see notes,CB4856,3,,,
p017,D01,48h,10,15hHB101_20200813,DMSO,1,morantel,20.625,20200805,serial; see notes,PD1074,3,,,
p017,D02,48h,10,15hHB101_20200813,DMSO,1,morantel,20.625,20200805,serial; see notes,CX11314,3,,,
p017,D03,48h,10,15hHB101_20200813,DMSO,1,morantel,20.625,20200805,serial; see notes,JU775,3,,,
p017,D04,48h,10,15hHB101_20200813,DMSO,1,morantel,20.625,20200805,serial; see notes,DL238,3,,,
p017,D05,48h,10,15hHB101_20200813,DMSO,1,morantel,20.625,20200805,serial; see notes,MY16,3,,,
p017,D06,48h,10,15hHB101_20200813,DMSO,1,morantel,20.625,20200805,serial; see notes,CB4856,3,,,
p017,D07,48h,10,15hHB101_20200813,DMSO,1,morantel,20.625,20200805,serial; see notes,PD1074,3,,,
p017,D08,48h,10,15hHB101_20200813,DMSO,1,morantel,20.625,20200805,serial; see notes,CX11314,3,,,
p017,D10,48h,10,15hHB101_20200813,DMSO,1,morantel,20.625,20200805,serial; see notes,DL238,3,,,
p017,D11,48h,10,15hHB101_20200813,DMSO,1,morantel,20.625,20200805,serial; see notes,MY16,3,,,
p017,D12,48h,10,15hHB101_20200813,DMSO,1,morantel,20.625,20200805,serial; see notes,CB4856,3,,,
p017,E01,48h,10,15hHB101_20200813,DMSO,1,morantel,41.25,20200805,serial; see notes,PD1074,3,,,
p017,E02,48h,10,15hHB101_20200813,DMSO,1,morantel,41.25,20200805,serial; see notes,CX11314,3,,,
p017,E03,48h,10,15hHB101_20200813,DMSO,1,morantel,41.25,20200805,serial; see notes,JU775,3,,,
p017,E04,48h,10,15hHB101_20200813,DMSO,1,morantel,41.25,20200805,serial; see notes,DL238,3,,,
p017,E05,48h,10,15hHB101_20200813,DMSO,1,morantel,41.25,20200805,serial; see notes,MY16,3,,,
p017,E06,48h,10,15hHB101_20200813,DMSO,1,morantel,41.25,20200805,serial; see notes,CB4856,3,,,
p017,E07,48h,10,15hHB101_20200813,DMSO,1,morantel,41.25,20200805,serial; see notes,PD1074,3,,,
p017,E08,48h,10,15hHB101_20200813,DMSO,1,morantel,41.25,20200805,serial; see notes,CX11314,3,,,
p017,E10,48h,10,15hHB101_20200813,DMSO,1,morantel,41.25,20200805,serial; see notes,DL238,3,,,
p017,E11,48h,10,15hHB101_20200813,DMSO,1,morantel,41.25,20200805,serial; see notes,MY16,3,,,
p017,E12,48h,10,15hHB101_20200813,DMSO,1,morantel,41.25,20200805,serial; see notes,CB4856,3,,,
p017,F01,48h,10,15hHB101_20200813,DMSO,1,morantel,82.5,20200805,serial; see notes,PD1074,3,,,
p017,F02,48h,10,15hHB101_20200813,DMSO,1,morantel,82.5,20200805,serial; see notes,CX11314,3,,,
p017,F03,48h,10,15hHB101_20200813,DMSO,1,morantel,82.5,20200805,serial; see notes,JU775,3,,,
p017,F04,48h,10,15hHB101_20200813,DMSO,1,morantel,82.5,20200805,serial; see notes,DL238,3,,,
p017,F05,48h,10,15hHB101_20200813,DMSO,1,morantel,82.5,20200805,serial; see notes,MY16,3,,,
p017,F06,48h,10,15hHB101_20200813,DMSO,1,morantel,82.5,20200805,serial; see notes,CB4856,3,,,
p017,F07,48h,10,15hHB101_20200813,DMSO,1,morantel,82.5,20200805,serial; see notes,PD1074,3,,,
p017,F08,48h,10,15hHB101_20200813,DMSO,1,morantel,82.5,20200805,serial; see notes,CX11314,3,,,
p017,F10,48h,10,15hHB101_20200813,DMSO,1,morantel,82.5,20200805,serial; see notes,DL238,3,,,
p017,F11,48h,10,15hHB101_20200813,DMSO,1,morantel,82.5,20200805,serial; see notes,MY16,3,,,
p017,F12,48h,10,15hHB101_20200813,DMSO,1,morantel,82.5,20200805,serial; see notes,CB4856,3,,,
p017,G01,48h,10,15hHB101_20200813,DMSO,1,morantel,165,20200805,serial; see notes,PD1074,3,,,
p017,G02,48h,10,15hHB101_20200813,DMSO,1,morantel,165,20200805,serial; see notes,CX11314,3,,,
p017,G03,48h,10,15hHB101_20200813,DMSO,1,morantel,165,20200805,serial; see notes,JU775,3,,,
p017,G04,48h,10,15hHB101_20200813,DMSO,1,morantel,165,20200805,serial; see notes,DL238,3,,,
p017,G05,48h,10,15hHB101_20200813,DMSO,1,morantel,165,20200805,serial; see notes,MY16,3,,,
p017,G06,48h,10,15hHB101_20200813,DMSO,1,morantel,165,20200805,serial; see notes,CB4856,3,,,
p017,G07,48h,10,15hHB101_20200813,DMSO,1,morantel,165,20200805,serial; see notes,PD1074,3,,,
p017,G08,48h,10,15hHB101_20200813,DMSO,1,morantel,165,20200805,serial; see notes,CX11314,3,,,
p017,G10,48h,10,15hHB101_20200813,DMSO,1,morantel,165,20200805,serial; see notes,DL238,3,,,
p017,G11,48h,10,15hHB101_20200813,DMSO,1,morantel,165,20200805,serial; see notes,MY16,3,,,
p017,G12,48h,10,15hHB101_20200813,DMSO,1,morantel,165,20200805,serial; see notes,CB4856,3,,,
p017,H01,48h,10,15hHB101_20200813,DMSO,1,morantel,330,20200805,serial; see notes,PD1074,3,,,
p017,H02,48h,10,15hHB101_20200813,DMSO,1,morantel,330,20200805,serial; see notes,CX11314,3,,,
p017,H03,48h,10,15hHB101_20200813,DMSO,1,morantel,330,20200805,serial; see notes,JU775,3,,,
p017,H04,48h,10,15hHB101_20200813,DMSO,1,morantel,330,20200805,serial; see notes,DL238,3,,,
p017,H05,48h,10,15hHB101_20200813,DMSO,1,morantel,330,20200805,serial; see notes,MY16,3,,,
p017,H06,48h,10,15hHB101_20200813,DMSO,1,morantel,330,20200805,serial; see notes,CB4856,3,,,
p017,H07,48h,10,15hHB101_20200813,DMSO,1,morantel,330,20200805,serial; see notes,PD1074,3,,,
p017,H08,48h,10,15hHB101_20200813,DMSO,1,morantel,330,20200805,serial; see notes,CX11314,3,,,
p017,H10,48h,10,15hHB101_20200813,DMSO,1,morantel,330,20200805,serial; see notes,DL238,3,,,
p017,H11,48h,10,15hHB101_20200813,DMSO,1,morantel,330,20200805,serial; see notes,MY16,3,,,
p017,H12,48h,10,15hHB101_20200813,DMSO,1,morantel,330,20200805,serial; see notes,CB4856,3,,,
p018,A01,48h,10,15hHB101_20200813,DMSO,1,morantel,0,20200805,serial; see notes,PD1074,3,,,
p018,A02,48h,10,15hHB101_20200813,DMSO,1,morantel,0,20200805,serial; see notes,CX11314,3,,,
p018,A04,48h,10,15hHB101_20200813,DMSO,1,morantel,0,20200805,serial; see notes,DL238,3,,,
p018,A05,48h,10,15hHB101_20200813,DMSO,1,morantel,0,20200805,serial; see notes,MY16,3,,,
p018,A06,48h,10,15hHB101_20200813,DMSO,1,morantel,0,20200805,serial; see notes,CB4856,3,,,
p018,A07,48h,10,15hHB101_20200813,DMSO,1,morantel,0,20200805,serial; see notes,PD1074,3,,,
p018,A08,48h,10,15hHB101_20200813,DMSO,1,morantel,0,20200805,serial; see notes,CX11314,3,,,
p018,A10,48h,10,15hHB101_20200813,DMSO,1,morantel,0,20200805,serial; see notes,DL238,3,,,
p018,A11,48h,10,15hHB101_20200813,DMSO,1,morantel,0,20200805,serial; see notes,MY16,3,,,
